Fecha;Hidráulica;Turbinación bombeo;Nuclear;Carbón;Fuel + Gas;Ciclo combinado;Eólica;Solar fotovoltaica;Solar térmica;Otras renovables;Cogeneración;Residuos no renovables;Residuos renovables;Generación total
29/08/2023;22,602569;21,471723;164,239953;12,547974;-;100,772656;174,030182;133,376259;23,796762;10,058427;44,371664;3,021097;1,895117;712,184383
30/08/2023;34,891;12,846715;164,293422;12,269191;-;109,684732;122,839216;134,4854;22,82951;10,18071;46,553152;3,330207;1,722966;675,926221
31/08/2023;35,842871;13,335903;164,179748;12,41844;-;155,635108;68,945514;140,004252;22,708511;11,19525;47,665991;3,4188305;1,8526285;677,203047
01/09/2023;33,497667;13,196175;156,851092;12,306573;-;140,421195;134,174414;130,120898;19,146216;11,426207;49,597563;3,6741825;2,0604015;706,472584
02/09/2023;22,466056;6,575084;140,614573;11,915855;-;100,773701;172,986546;69,022068;3,661855;11,791385;44,400781;3,661714;2,122576;589,992194
03/09/2023;23,326362;11,182778;149,024695;11,156536;-;67,749986;284,156863;38,609272;0,206282;10,831048;35,276217;3,473916;2,054904;637,048859
04/09/2023;25,66545;16,488284;160,509454;12,262755;-;91,628518;216,13477;104,102443;9,772251;9,920102;41,715105;3,3863155;2,0582395;693,643687
05/09/2023;33,31618;7,845355;157,707494;12,886907;-;151,177713;111,747833;119,27539;12,877935;10,968092;47,995914;3,2335925;2,0766845;671,10909
06/09/2023;39,302931;10,219301;163,134016;13,21111;-;187,894874;80,580778;120,944221;12,965669;11,150663;49,55995;3,427997;2,118079;694,509589
07/09/2023;43,271387;12,135661;163,139943;12,887983;-;174,74745;87,405873;104,815375;6,250833;11,032662;50,28448;3,483364;2,104168;671,559179
08/09/2023;38,887202;10,480109;163,231062;10,475008;-;171,812818;90,227195;123,698742;14,269088;10,216331;48,619388;3,476365;2,127025;687,520333
09/09/2023;26,318237;13,192948;162,557189;10,677316;-;118,201737;108,064049;106,916506;8,298813;10,47226;44,647221;3,451548;2,093201;614,891025
10/09/2023;22,615068;12,419169;163,778663;11,498991;-;133,395141;69,374137;118,820622;15,358585;10,38252;44,262957;3,5237685;2,0762655;607,505887
11/09/2023;34,34839;5,242136;163,514484;13,165189;-;186,308003;51,582023;115,845097;14,417226;10,065503;48,464558;3,5898305;2,1002655;648,642705
12/09/2023;36,116729;4,400221;163,486687;12,824416;-;216,43309;56,027949;115,448227;18,173901;10,830522;49,894726;3,1974835;1,7377075;688,571659
13/09/2023;27,171221;7,140595;163,605227;12,754489;-;179,792265;115,605618;124,225786;19,163019;10,803353;50,550908;2,628653;1,223804;714,664938
14/09/2023;24,739108;8,77107;162,714088;12,960677;-;176,167566;109,3198;109,637846;14,43012;10,601471;50,458118;3,4400745;1,9588245;685,198763
15/09/2023;30,978742;10,597651;163,696507;12,429409;-;183,005483;98,661735;81,937387;6,282017;10,789576;52,022942;3,523812;2,090101;656,015362
16/09/2023;24,084453;10,799887;163,841971;12,120596;-;101,242204;121,586735;70,75284;1,329429;9,458615;45,340267;3,3879365;2,0485185;565,993452
17/09/2023;15,476436;11,025302;161,563309;11,542891;-;74,137642;203,635326;80,234555;2,883921;7,408324;37,231708;3,450114;2,165895;610,755423
18/09/2023;31,725851;15,820152;163,895079;12,939179;-;115,856879;119,567891;94,486297;4,758746;7,883463;49,622421;3,6156775;2,2868215;622,458457
19/09/2023;32,983166;7,985467;164,128819;11,991482;-;190,104026;54,767038;113,032158;16,799109;8,699833;50,476795;3,703123;2,287937;656,958953
20/09/2023;28,889155;12,816753;144,412408;12,935368;-;106,990723;148,044314;133,353;20,321971;8,321184;48,992708;3,6440305;2,2258085;670,947423
21/09/2023;19,994485;16,807971;115,415913;13,581407;-;85,695558;294,242496;76,58214;5,231792;8,550296;44,619814;3,6678405;2,1824755;686,572188
22/09/2023;30,954421;17,313393;127,690822;13,241343;-;94,249786;186,37907;129,814949;12,841347;8,843665;48,96529;3,6658865;2,1609335;676,120906
23/09/2023;24,190735;16,396046;139,093834;11,703157;-;122,346847;57,547809;128,16712;19,883371;8,964205;45,90562;3,813869;2,149016;580,161629
24/09/2023;23,229461;14,722586;138,519427;10,768671;-;99,390859;77,207735;121,205331;22,559594;7,497451;39,662218;3,752175;2,227014;560,742522
25/09/2023;38,864647;14,649407;138,506117;15,159155;-;161,248283;56,575273;130,837779;20,530888;7,801214;47,346569;3,8416995;2,3125005;637,673532
26/09/2023;40,6913;10,635073;138,81788;19,501964;-;164,051981;61,692337;123,613951;21,100125;7,734386;48,332107;3,6968825;2,1614335;642,02942
27/09/2023;44,152661;12,962414;138,4902;19,923838;-;153,298364;112,637444;120,747277;19,44864;7,92992;47,058644;3,8212925;2,2748115;682,745506
28/09/2023;41,573717;11,135565;138,407282;19,854569;-;173,476063;87,093276;125,730427;18,097215;7,978977;47,686833;3,652871;2,281276;676,968071
29/09/2023;43,359262;11,965273;138,343817;20,162679;-;185,765035;47,53769;124,038568;19,340823;8,218245;47,469688;3,5561855;2,2575695;652,014835
30/09/2023;27,29429;16,998403;138,176776;12,67864;-;133,428493;70,736465;122,029039;19,32748;8,238502;43,56141;3,5584595;2,2594595;598,287417
01/10/2023;22,193627;15,326548;137,688802;12,142805;-;124,720693;65,010853;127,675913;21,472534;7,059787;41,816482;3,598422;2,311401;581,017867
02/10/2023;25,805687;13,87893;137,998815;13,801517;-;159,03773;119,595054;123,656415;18,326516;7,450225;48,927262;3,6641185;2,3561835;674,498453
03/10/2023;27,052787;10,751625;148,363465;12,7409;-;152,94876;118,903871;117,63763;16,070137;9,839506;48,865555;3,658206;2,348187;669,180629
04/10/2023;27,586157;13,195162;159,640052;13,621423;-0,000001;165,009695;100,617614;118,812669;13,369877;10,227236;50,159314;3,6542345;2,3424575;678,23589
05/10/2023;38,630357;7,382646;154,335239;12,818923;-;202,553519;47,969998;118,490956;15,051556;10,0899;52,869365;3,661592;2,363269;666,21732
06/10/2023;41,491926;10,275258;136,990992;12,881212;-;185,600603;62,83987;117,713248;12,174059;10,802938;53,594889;3,6793415;2,3478245;650,392161
07/10/2023;24,496072;12,323618;137,676308;11,388039;-;120,240508;73,685135;115,4121;10,156522;10,373126;50,409937;3,858976;2,214853;572,235194
08/10/2023;22,832063;13,197372;138,773399;12,255368;-;106,784219;58,411174;118,407011;15,608325;9,808332;48,202812;3,758285;2,159657;550,198017
09/10/2023;41,901714;13,078548;100,722677;16,384137;-;196,618818;53,078754;112,264991;14,944868;10,072637;53,185761;3,90351;2,186552;618,342967
10/10/2023;43,652682;10,48152;93,265672;18,259455;-;238,533146;39,551927;115,962731;15,093094;10,426275;53,010202;3,947916;2,190454;644,375074
11/10/2023;46,629352;15,06123;93,964593;20,34787;-;186,047875;44,506679;120,647551;16,531887;10,88821;51,124037;3,9104975;2,2192335;611,879015
12/10/2023;38,643156;10,88682;115,515185;17,972557;-;129,961312;84,888686;117,457579;16,134804;10,867983;47,119738;3,763799;2,34046;595,552079
13/10/2023;33,715051;13,480264;130,910227;18,35217;-;72,85925;153,501272;86,080042;4,994006;10,101915;47,034698;3,677393;2,359984;577,066272
14/10/2023;41,515935;12,82274;128,407893;18,312266;-;94,291663;77,564145;68,841942;3,828743;10,10299;49,601969;3,6747945;2,3182025;511,283283
15/10/2023;35,307911;10,23823;129,936732;21,068701;-;106,811508;55,796744;76,665594;3,105987;9,772976;47,189303;3,696706;2,22383;501,814222
16/10/2023;57,419346;11,069064;129,981553;26,46521;-;138,864078;99,915236;61,498127;1,001929;9,367616;50,860515;3,9046855;2,2340445;592,581404
17/10/2023;35,188183;12,366468;131,999609;9,728438;-;74,111803;301,573311;63,34033;1,274751;9,197136;42,922326;4,107762;2,314835;688,124952
18/10/2023;24,77114;19,479073;133,319949;8,0405;-;59,590125;374,854413;67,985256;1,317856;7,097495;32,471408;3,79772;2,201459;734,926394
19/10/2023;32,25793;25,214407;131,039958;7,982965;-;63,910208;392,197891;21,934529;0,275675;6,672639;33,337517;3,832915;2,222752;720,879386
20/10/2023;44,077179;15,905278;111,244449;7,931504;-;44,845106;413,648773;69,224857;2,079741;5,998372;24,654642;3,1181045;2,1074645;744,83547
21/10/2023;50,159902;25,379415;111,280289;6,957522;-;69,183532;192,227209;89,273753;7,043773;6,431337;27,840582;3,339343;2,071228;591,187885
22/10/2023;58,543848;12,406019;110,082396;7,685442;-;73,240262;169,731527;36,245172;0,295458;7,536212;31,815214;3,234584;2,018221;512,834355
23/10/2023;77,155247;15,673793;95,158651;9,596451;-;161,405616;147,107126;47,990668;0,208124;7,839378;43,051503;3,267272;1,888011;610,34184
24/10/2023;54,948625;7,680341;94,703322;7,4418;-;83,498516;302,435636;76,558093;3,499201;8,048758;43,592138;3,4840545;2,0537205;687,944205
25/10/2023;50,970374;20,48643;94,794015;7,789197;-;58,199298;393,214637;54,019127;1,421473;7,808797;29,238988;2,9494225;1,9836615;722,87542
26/10/2023;56,774082;23,128102;95,956772;7,719221;-;59,090305;405,786228;36,086271;0,45756;7,846132;26,051907;2,785365;1,746958;723,428903
27/10/2023;68,821036;21,562655;111,80674;7,204325;-;50,118876;353,7075;64,675118;2,08972;6,670614;22,391634;2,3259355;1,2631925;712,637346
28/10/2023;62,897743;20,022257;103,127019;5,91701;-;44,913864;284,911936;67,054483;3,20296;5,496895;19,58895;2,499948;1,321208;620,954273
29/10/2023;73,792282;24,524534;107,225123;6,136823;-;60,791472;239,70904;50,032991;0,996537;5,664992;20,079099;2,733643;1,481276;593,167812
30/10/2023;81,027015;17,344678;115,787653;7,094597;-;63,020149;301,616857;68,187846;4,255661;5,536042;21,174548;3,2561205;1,9651595;690,266326
31/10/2023;104,98906;31,516686;120,036469;7,435128;-;107,300725;177,923453;36,451231;0,454865;7,245297;32,451386;3,6194725;2,2279145;631,651687
